terminal_id,tanggal,jumlah_kontainer,NON MITA,MITA,HIJAU,MERAH,KUNING,NON,BORDER,POST-BORDER,BORDER_POST-BORDER,lartas N,lartas Y,lartas NA,KARANTINA TUMBUHAN,KARANTINA HEWAN,KARANTINA IKAN,PRENO,NON_PRENO,avg_dt
JICT,2018-08-11,2222,1600,595,2024,113,85,716,777,666,63,1382,840,1956,172,74,20,643,1579,3.65
JICT,2018-08-12,1371,745,626,1307,39,25,303,628,388,52,691,680,1201,110,60,0,285,1086,2.84
JICT,2018-08-13,1779,1484,295,1523,185,71,716,190,734,139,1450,329,1569,183,27,0,475,1304,3.19
JICT,2018-08-14,2419,1879,538,2100,201,118,1116,398,746,159,1862,557,2330,62,25,2,787,1632,3.98
JICT,2018-08-15,2568,2043,524,2259,219,90,912,946,644,66,1556,1012,2257,251,52,8,1370,1198,3.85
JICT,2018-08-16,1844,1539,303,1603,167,74,617,560,501,166,1118,726,1565,253,26,0,1074,770,3.76
JICT,2018-08-17,2735,1981,748,2318,348,69,779,930,945,81,1724,1011,2468,237,30,0,1268,1467,3.93
JICT,2018-08-18,1482,1253,229,1301,118,63,495,293,679,15,1174,308,1366,97,19,0,226,1256,5.04
JICT,2018-08-19,1803,899,902,1656,103,44,423,833,374,173,797,1006,1495,235,73,0,158,1645,4.26
JICT,2018-08-20,2087,1712,375,1768,219,100,918,417,651,101,1567,520,1926,93,31,37,738,1349,4.01
JICT,2018-08-21,1843,1540,303,1576,177,90,818,332,623,70,1441,402,1642,181,7,13,867,976,4.04
JICT,2018-08-22,1019,784,235,944,49,26,247,603,105,64,352,667,718,259,42,0,264,755,3.63
JICT,2018-08-23,1903,1572,331,1652,154,97,698,598,590,17,1288,615,1812,70,8,13,579,1324,3.58
JICT,2018-08-24,1769,1302,466,1498,194,77,475,651,555,88,1030,739,1438,316,15,0,666,1103,3.37
JICT,2018-08-25,3283,2715,568,2891,312,80,900,1041,1233,109,2133,1150,3069,145,69,0,867,2416,4.48
JICT,2018-08-26,1927,1121,806,1804,82,41,382,1113,313,119,695,1232,1458,291,156,22,412,1515,3.81
JICT,2018-08-27,491,319,172,399,80,12,142,178,161,10,303,188,431,34,26,0,131,360,3.87
JICT,2018-08-28,1751,1499,252,1440,226,85,797,150,710,94,1507,244,1670,72,9,0,803,948,2.76
JICT,2018-08-29,1994,1374,620,1774,131,89,410,1047,471,66,881,1113,1748,196,42,8,851,1143,2.25
JICT,2018-08-30,1279,1048,231,1072,71,136,489,388,342,60,831,448,1269,8,0,2,842,437,2.18
JICT,2018-08-31,2147,1526,621,1875,184,88,777,759,596,15,1373,774,1956,172,16,3,1159,988,2.75
JICT,2018-09-01,1501,1008,493,1341,104,56,442,293,439,327,881,620,1334,158,9,0,602,899,2.85
JICT,2018-09-02,1327,448,879,1271,41,15,221,765,241,100,462,865,1123,143,61,0,188,1139,2.64
JICT,2018-09-03,135,82,53,123,0,12,27,48,19,41,46,89,73,23,39,0,3,132,3.05
JICT,2018-09-04,474,365,109,427,27,20,268,62,131,13,399,75,470,4,0,0,224,250,2.14
JICT,2018-09-05,2328,1755,573,2022,215,91,802,531,854,141,1656,672,1957,304,56,11,915,1413,2.83
JICT,2018-09-06,2136,1700,436,1737,253,146,969,351,768,48,1737,399,2038,84,9,5,994,1142,3.09
JICT,2018-09-07,1951,1519,432,1654,252,45,591,717,472,171,1063,888,1622,317,12,0,1126,825,2.55
JICT,2018-09-08,3526,2892,634,3246,177,103,935,1477,1084,30,2019,1507,3194,292,40,0,1637,1889,3.96
JICT,2018-09-09,1688,715,973,1530,137,21,439,745,427,77,866,822,1477,112,99,0,488,1200,3.28
JICT,2018-09-10,881,759,122,739,111,31,360,221,268,32,628,253,794,87,0,0,407,474,4.04
JICT,2018-09-11,2070,1799,271,1596,295,179,972,301,726,71,1698,372,1960,82,23,5,875,1195,4.32
JICT,2018-09-12,2194,1522,672,1959,167,68,467,1237,398,92,865,1329,1712,432,50,0,784,1410,3.52
JICT,2018-09-13,2358,1896,461,2051,221,86,1084,490,753,31,1837,521,2243,82,25,8,1079,1279,3.40
JICT,2018-09-14,1834,1278,556,1697,82,55,767,710,311,46,1078,756,1728,67,39,0,1073,761,2.33
JICT,2018-09-15,3263,2618,645,2876,285,102,1060,1225,711,267,1771,1492,2759,448,53,3,1478,1785,3.64
JICT,2018-09-16,2203,1213,990,2010,121,72,397,1122,539,145,936,1267,1692,375,136,0,564,1639,3.39
JICT,2018-09-17,1276,752,524,1117,102,57,415,463,380,18,795,481,1168,57,51,0,331,945,2.90
JICT,2018-09-18,1354,1198,156,1101,163,90,605,247,475,27,1080,274,1168,108,0,78,469,885,3.57
JICT,2018-09-19,2258,1665,593,1903,247,108,974,580,527,177,1501,757,2040,212,6,0,1358,900,2.38
JICT,2018-09-20,1726,1389,337,1475,167,84,882,324,484,36,1366,360,1659,47,2,18,908,818,2.53
JICT,2018-09-21,1485,997,488,1410,53,22,157,1190,88,50,245,1240,1323,124,37,1,1047,438,1.86
JICT,2018-09-22,2453,1807,646,2170,182,101,832,1103,375,143,1207,1246,2206,190,55,2,1018,1435,3.33
JICT,2018-09-23,1668,746,922,1532,88,48,278,925,390,75,668,1000,1441,174,53,0,206,1462,2.89
JICT,2018-09-24,931,733,198,784,107,40,426,167,279,59,705,226,861,59,9,2,157,774,3.28
JICT,2018-09-25,782,600,182,631,83,68,390,181,208,3,598,184,751,26,4,1,286,496,2.81
JICT,2018-09-26,924,715,209,858,40,26,308,359,219,38,527,397,856,45,23,0,395,529,2.53
JICT,2018-09-27,1463,1315,148,1236,180,47,656,207,566,34,1222,241,1316,137,10,0,428,1035,3.92
JICT,2018-09-28,2722,1779,943,2449,195,78,695,1363,564,100,1259,1463,2425,214,71,12,1598,1124,2.51
JICT,2018-09-29,924,721,203,890,20,14,121,672,122,9,243,681,822,86,16,0,734,190,1.57
JICT,2018-09-30,2886,1489,1397,2662,170,54,907,1330,392,257,1299,1587,2503,302,80,1,356,2530,2.92
JICT,2018-10-01,3288,2352,936,3037,160,91,863,1289,784,352,1647,1641,2927,173,180,8,666,2622,2.58
JICT,2018-10-02,2677,2336,341,2212,295,170,1187,552,894,44,2081,596,2510,142,9,16,1138,1539,2.89
JICT,2018-10-03,1165,855,310,1035,74,56,437,390,328,10,765,400,1007,151,7,0,661,504,2.20
JICT,2018-10-04,2765,2122,643,2370,249,146,950,713,988,114,1938,827,2580,116,52,17,1246,1519,2.74
JICT,2018-10-05,1639,1428,211,1336,212,91,643,387,530,79,1173,466,1564,74,1,0,950,689,2.89
JICT,2018-10-06,4046,2995,1051,3548,316,182,1154,1688,946,258,2100,1946,3503,492,47,4,1700,2346,3.24
JICT,2018-10-07,572,360,212,497,50,25,325,156,81,10,406,166,558,12,0,2,175,397,2.86
JICT,2018-10-08,2465,1395,1070,2221,140,104,799,1114,460,92,1259,1206,2169,215,81,0,860,1605,2.46
JICT,2018-10-09,1875,1317,558,1636,154,85,798,267,756,54,1554,321,1783,90,1,1,920,955,2.69
JICT,2018-10-10,4121,2225,1895,3861,201,59,533,3182,359,47,892,3229,3930,147,41,3,2503,1618,2.20
JICT,2018-10-11,2116,1804,312,1720,294,102,892,261,769,194,1661,455,1915,190,11,0,776,1340,3.40
JICT,2018-10-12,2449,1642,807,2239,114,96,628,955,786,80,1414,1035,2242,182,21,4,1528,921,1.88
JICT,2018-10-13,2923,2106,817,2514,263,146,977,1065,798,83,1775,1148,2754,106,38,25,1590,1333,2.79
JICT,2018-10-14,17,10,7,15,1,1,11,0,6,0,17,0,17,0,0,0,0,17,2.98
JICT,2018-10-15,1023,808,215,670,295,58,457,65,491,10,948,75,1020,2,1,0,298,725,3.12
JICT,2018-10-16,592,307,285,535,40,17,193,43,356,0,549,43,587,3,2,0,108,484,2.57
JICT,2018-10-17,1258,680,578,1239,7,12,52,1077,104,25,156,1102,1087,139,32,0,411,847,2.13
JICT,2018-10-18,1318,1180,138,1108,162,48,543,238,436,101,979,339,1073,204,1,40,783,535,2.34
JICT,2018-10-19,1422,796,626,1304,88,30,299,773,236,114,535,887,1276,99,46,1,1027,395,2.04
JICT,2018-10-20,2963,2157,806,2752,128,83,876,1430,563,94,1439,1524,2757,115,91,0,1735,1228,2.47
JICT,2018-10-21,2555,1475,1080,2354,154,47,544,1461,392,158,936,1619,2100,363,84,8,453,2102,2.35
JICT,2018-10-22,1600,1038,562,1366,193,41,778,473,261,88,1039,561,1402,162,34,2,491,1109,2.32
JICT,2018-10-23,1590,1201,389,1359,154,77,857,113,575,45,1432,158,1541,13,6,30,727,863,1.91
JICT,2018-10-24,3233,1979,1254,3043,87,103,355,2485,286,107,641,2592,2868,283,80,2,1353,1880,1.68
JICT,2018-10-25,1766,1418,348,1438,168,160,862,228,623,53,1485,281,1697,28,8,33,913,853,2.53
JICT,2018-10-26,2369,1341,1028,2171,127,71,584,1492,222,71,806,1563,2083,265,16,5,1480,889,1.84
JICT,2018-10-27,2164,1659,505,1900,204,60,549,963,624,28,1173,991,2043,111,10,0,1274,890,2.41
JICT,2018-10-28,1029,478,551,920,47,62,292,438,243,56,535,494,898,76,41,14,438,591,2.07
JICT,2018-10-29,944,492,452,779,146,19,263,406,174,101,437,507,813,116,15,0,372,572,2.00
JICT,2018-10-30,2211,1824,386,1744,317,150,1102,267,754,88,1856,355,2164,32,5,10,928,1283,2.74
JICT,2018-10-31,1961,1152,808,1812,105,44,631,894,383,53,1014,947,1836,91,14,20,1261,700,1.87
JICT,2018-11-01,1881,1250,631,1751,85,45,698,908,255,20,953,928,1762,85,22,12,1025,856,1.82
JICT,2018-11-02,45,19,26,43,1,1,8,25,1,11,9,36,9,25,11,0,2,43,1.88
JICT,2018-11-03,2791,2359,432,2293,353,145,1053,559,846,333,1899,892,2397,326,62,6,734,2057,3.96
JICT,2018-11-04,1425,1183,242,1291,87,47,394,718,288,25,682,743,1333,67,23,2,343,1082,4.09
JICT,2018-11-05,2092,1146,946,1849,169,74,672,809,423,188,1095,997,1888,105,97,2,599,1493,2.42
JICT,2018-11-06,3878,2065,1790,3689,141,48,732,2454,572,120,1304,2574,3451,312,96,19,2203,1675,2.17
JICT,2018-11-07,2598,1525,1070,2454,81,63,573,1650,287,88,860,1738,2299,271,26,2,1473,1125,2.11
JICT,2018-11-08,1494,1253,239,1272,142,80,611,296,487,100,1098,396,1337,91,4,62,1122,372,1.78
JICT,2018-11-09,1197,863,326,1046,93,58,422,383,355,37,777,420,1137,41,19,0,726,471,2.95
JICT,2018-11-10,2781,2188,592,2456,227,98,1013,957,592,219,1605,1176,2533,82,166,0,1698,1083,2.81
JICT,2018-11-11,1326,1007,319,1173,121,32,561,464,150,151,711,615,1159,150,17,0,349,977,2.64
JICT,2018-11-12,2269,1134,1135,2159,50,60,666,1229,271,103,937,1332,1946,279,42,2,743,1526,2.17
JICT,2018-11-13,2930,2272,657,2557,255,118,1120,663,1028,119,2148,782,2761,126,12,31,1790,1140,1.85
JICT,2018-11-14,2881,2227,654,2540,248,93,1140,811,715,215,1855,1026,2559,237,7,78,1732,1149,1.87
JICT,2018-11-15,2188,1443,745,2083,53,52,767,619,725,77,1492,696,2093,61,34,0,1635,553,1.61
JICT,2018-11-16,857,431,426,815,39,3,211,487,128,31,339,518,817,35,2,3,570,287,2.79
JICT,2018-11-17,2904,1964,940,2852,42,10,512,1879,453,60,964,1940,2717,134,53,0,2015,889,2.36
JICT,2018-11-18,1081,575,506,1041,30,10,200,755,93,33,293,788,1014,61,6,0,181,900,1.81
JICT,2018-11-19,682,479,203,509,172,1,217,173,182,110,399,283,510,126,18,28,188,494,4.21
JICT,2018-11-20,1073,904,168,767,274,32,615,138,291,29,906,167,1013,47,9,4,490,583,4.92
JICT,2018-11-21,482,357,125,410,67,5,190,155,71,66,261,221,369,96,8,9,48,434,6.48
JICT,2018-11-22,466,435,31,359,95,12,306,47,111,2,417,49,459,5,0,2,90,376,6.69
JICT,2018-11-23,1303,1040,263,1184,85,34,453,565,224,61,677,626,1200,47,53,3,321,982,4.65
JICT,2018-11-24,2042,1754,288,1930,96,16,786,843,355,58,1141,901,1913,98,25,6,600,1442,4.20
JICT,2018-11-25,1656,833,823,1510,134,12,353,879,227,197,579,1077,1257,324,74,1,310,1346,2.68
JICT,2018-11-26,1062,763,299,932,118,12,409,317,218,118,627,435,887,164,3,8,349,713,2.75
JICT,2018-11-27,2629,2088,541,2426,183,20,1467,410,693,59,2160,469,2486,77,17,49,1123,1506,2.46
JICT,2018-11-28,2142,1409,733,2094,37,11,512,1152,359,119,871,1271,1842,231,26,43,1011,1131,1.98
JICT,2018-11-29,1965,1655,310,1754,166,45,1063,433,463,6,1526,439,1935,26,2,2,733,1232,3.21
JICT,2018-11-30,1515,860,655,1475,40,0,263,1017,186,49,447,1068,1443,44,28,0,747,768,2.24
JICT,2018-12-01,1219,1004,215,1175,40,4,547,295,369,8,916,303,1171,32,16,0,547,672,3.41
JICT,2018-12-02,2220,1011,1209,1973,232,15,423,1327,239,231,662,1558,1756,385,75,4,553,1667,2.90
JICT,2018-12-03,1928,1577,351,1791,106,31,769,448,665,46,1434,494,1721,172,33,2,409,1519,2.66
JICT,2018-12-04,3164,2649,515,2795,354,15,1436,449,1076,203,2512,652,2789,371,0,4,1472,1692,2.35
JICT,2018-12-05,2716,2206,510,2540,175,1,1041,689,884,102,1925,791,2529,121,7,59,1652,1064,2.00
JICT,2018-12-06,3740,2921,819,3635,93,12,594,2708,343,95,937,2803,3367,232,81,60,2835,905,1.79
JICT,2018-12-07,2816,1846,970,2691,121,4,767,1572,382,95,1149,1667,2657,94,61,4,1575,1241,2.05
JICT,2018-12-08,4795,4034,761,4377,384,34,1720,1233,1454,388,3174,1621,4181,465,44,105,2552,2243,2.95
JICT,2018-12-09,1163,990,173,1081,80,2,433,270,393,67,826,337,1001,160,1,1,429,734,2.96
JICT,2018-12-10,2726,1839,886,2580,135,11,781,1115,562,268,1343,1383,2361,327,35,3,649,2077,2.45
JICT,2018-12-11,2266,1928,338,2042,210,14,894,229,997,146,1891,375,2102,92,26,46,1330,936,2.11
JICT,2018-12-12,1930,1682,248,1855,70,5,550,956,354,70,904,1026,1823,65,41,1,1236,694,2.23
JICT,2018-12-13,2526,1473,1053,2399,112,15,723,1205,445,153,1168,1358,2376,83,51,16,1391,1135,1.91
JICT,2018-12-14,974,743,231,916,54,4,225,277,402,70,627,347,893,53,26,2,500,474,3.23
JICT,2018-12-15,2510,2025,485,2323,186,1,832,791,733,154,1565,945,2261,212,33,4,1123,1387,3.00
JICT,2018-12-16,635,504,131,611,24,0,200,319,100,16,300,335,608,17,10,0,322,313,2.10
JICT,2018-12-17,2391,1519,872,2215,172,4,783,959,443,206,1226,1165,2031,244,115,1,858,1533,1.97
JICT,2018-12-18,1670,887,783,1571,95,4,290,981,289,110,579,1091,1400,238,27,5,928,742,2.41
JICT,2018-12-19,2163,1518,645,1958,181,24,356,1440,258,109,614,1549,1939,160,63,1,956,1207,3.01
JICT,2018-12-20,1392,1210,182,1180,205,7,691,101,508,92,1199,193,1306,82,1,3,739,653,4.02
JICT,2018-12-21,1941,1650,291,1612,323,6,634,444,619,244,1253,688,1578,340,13,10,890,1051,4.41
JICT,2018-12-22,2316,1537,779,2086,213,17,554,818,742,202,1296,1020,2042,248,24,2,1253,1063,3.43
JICT,2018-12-23,1538,1366,172,1368,170,0,466,495,402,175,868,670,1331,168,28,11,450,1088,4.76
JICT,2018-12-24,2539,2024,515,2357,179,3,785,696,891,167,1669,870,2052,350,106,31,720,1819,3.84
JICT,2018-12-25,1514,1276,238,1334,177,3,539,199,573,203,1112,402,1462,48,3,1,405,1109,3.73
JICT,2018-12-26,1574,1382,192,1507,63,4,256,849,319,150,575,999,1271,230,55,18,617,957,2.63
JICT,2018-12-27,200,190,10,195,5,0,31,147,15,7,46,154,191,8,1,0,166,34,1.85
JICT,2018-12-28,852,727,125,711,135,6,389,139,238,86,627,225,767,53,10,22,304,548,6.11
JICT,2018-12-29,1425,1060,365,1351,73,1,425,563,386,51,811,614,1187,231,7,0,561,864,4.52
JICT,2018-12-30,306,203,103,266,40,0,137,105,38,26,175,131,266,33,7,0,59,247,5.55
JICT,2018-12-31,1847,1167,680,1693,147,7,788,630,414,15,1202,645,1761,38,46,2,443,1404,4.24
JICT,2019-01-01,1062,855,207,922,130,10,470,82,373,137,843,219,1011,27,10,14,200,862,4.39
JICT,2019-01-02,1864,1403,461,1671,166,27,508,924,376,56,884,980,1590,228,40,6,205,1659,3.78
JICT,2019-01-03,1090,861,229,934,134,22,648,206,233,3,881,209,1010,79,1,0,259,831,4.80
JICT,2019-01-04,914,786,128,816,96,2,369,213,310,22,679,235,771,143,0,0,203,711,4.75
JICT,2019-01-05,1559,1296,263,1443,61,55,566,453,525,15,1091,468,1382,166,11,0,660,899,3.75
JICT,2019-01-06,729,549,180,669,53,7,243,237,241,8,484,245,711,12,6,0,178,551,2.78
JICT,2019-01-07,2378,1701,676,2216,144,18,1131,470,734,43,1865,513,2259,82,17,20,642,1736,3.11
JICT,2019-01-08,1409,814,594,1342,66,1,510,530,317,52,827,582,1297,64,48,0,692,717,2.10
JICT,2019-01-09,127,114,13,112,13,2,53,7,67,0,120,7,120,7,0,0,59,68,2.44
JICT,2019-01-10,468,373,95,384,84,0,199,20,244,5,443,25,456,0,0,12,304,164,2.16
JICT,2019-01-11,1761,1357,404,1539,204,18,701,383,651,26,1352,409,1573,179,3,6,739,1022,4.15
JICT,2019-01-12,2509,1984,525,2388,116,5,818,472,1191,28,2009,500,2355,152,1,1,1295,1214,3.33
JICT,2019-01-13,1522,1369,153,1354,139,29,661,183,662,16,1323,199,1496,24,2,0,306,1216,3.30
JICT,2019-01-14,2514,1681,833,2414,95,5,763,736,990,25,1753,761,2322,139,41,12,917,1597,2.03
JICT,2019-01-15,2074,1477,596,2009,60,5,795,504,691,84,1486,588,2026,24,24,0,1024,1050,1.87
JICT,2019-01-16,2267,1824,443,2185,75,7,581,849,678,159,1259,1008,1867,225,65,110,883,1384,2.03
JICT,2019-01-17,493,385,108,386,104,3,209,129,113,42,322,171,428,65,0,0,233,260,3.69
JICT,2019-01-18,1906,1453,453,1753,149,4,566,443,804,93,1370,536,1668,230,0,8,928,978,3.10
JICT,2019-01-19,973,757,216,964,9,0,300,292,350,31,650,323,960,12,1,0,638,335,2.26
JICT,2019-01-20,1151,604,547,1138,13,0,297,610,209,35,506,645,1099,16,32,4,271,880,2.36
JICT,2019-01-21,1544,1248,296,1470,65,9,783,412,334,15,1117,427,1503,18,13,10,421,1123,1.82
JICT,2019-01-22,1367,821,546,1299,67,1,424,415,396,132,820,547,1173,55,21,118,698,669,1.59
JICT,2019-01-23,2822,2119,702,2658,150,14,853,927,991,51,1834,988,2663,148,10,1,1511,1311,2.04
JICT,2019-01-24,1280,1016,264,1120,150,10,499,354,377,50,876,404,1221,16,7,36,590,690,2.49
JICT,2019-01-25,1671,1248,423,1549,117,5,722,350,591,8,1313,358,1583,79,6,3,1091,580,2.04
JICT,2019-01-26,3160,2574,586,2973,169,18,1038,713,1166,243,2204,956,2826,298,12,24,1000,2160,3.14
JICT,2019-01-27,1497,1282,215,1297,194,6,522,244,699,32,1221,276,1311,183,3,0,490,1007,2.86
JICT,2019-01-28,481,432,48,432,38,11,260,52,160,9,420,61,468,3,10,0,210,271,2.11
JICT,2019-01-29,1732,1517,215,1562,153,17,835,169,691,37,1526,206,1667,11,6,48,755,977,2.23
JICT,2019-01-30,2111,1453,658,2038,70,3,787,985,299,40,1086,1025,1874,207,30,0,976,1135,1.80
JICT,2019-01-31,1010,741,269,974,33,3,448,308,246,8,694,316,988,18,4,0,533,477,1.72
JICT,2019-02-01,2148,1400,748,2052,79,17,771,766,566,45,1331,817,2056,71,21,0,1223,925,2.24
JICT,2019-02-02,2813,2273,540,2450,341,22,1259,630,872,52,2126,687,2522,223,6,62,1256,1557,4.09
JICT,2019-02-03,1977,1301,676,1876,63,38,891,532,507,47,1398,579,1891,48,29,9,421,1556,3.35
JICT,2019-02-04,1167,586,581,1116,49,2,370,503,286,8,656,511,1097,66,4,0,401,766,3.10
JICT,2019-02-05,2220,1759,460,2043,168,9,1030,215,790,185,1820,400,2160,36,1,23,601,1619,3.04
JICT,2019-02-06,1259,804,455,1169,70,20,260,784,131,84,391,868,888,358,13,0,163,1096,2.93
JICT,2019-02-07,2931,2392,539,2702,199,30,1305,597,988,41,2293,638,2901,30,0,0,1457,1474,2.63
JICT,2019-02-08,1400,1003,397,1336,52,12,433,633,317,17,750,650,1132,239,29,0,880,520,2.61
JICT,2019-02-09,2422,1848,574,2255,139,28,806,834,723,59,1529,893,2078,283,52,9,1276,1146,2.95
JICT,2019-02-10,1283,599,684,1247,35,1,327,751,184,21,511,772,1054,159,69,1,345,938,2.61
JICT,2019-02-11,1218,944,274,1135,76,7,584,227,379,28,963,255,1138,61,15,4,487,731,2.48
JICT,2019-02-12,1006,793,213,922,83,1,493,183,327,3,820,186,946,36,0,24,517,489,2.08
JICT,2019-02-13,1643,831,812,1580,49,14,288,948,284,123,572,1071,1087,476,80,0,522,1121,2.21
JICT,2019-02-14,14,6,8,14,0,0,8,6,0,0,8,6,8,6,0,0,7,7,3.28
JICT,2019-02-15,2279,1709,568,2172,102,5,610,939,729,1,1339,940,1920,293,26,40,1201,1078,2.34
JICT,2019-02-16,1626,698,928,1578,48,0,421,774,372,59,793,833,1409,162,55,0,963,663,2.18
JICT,2019-02-17,1721,863,858,1628,91,2,312,930,437,42,749,972,1479,193,49,0,338,1383,2.70
JICT,2019-02-18,1403,892,511,1316,86,1,515,397,474,17,989,414,1284,86,29,4,433,970,2.08
JICT,2019-02-19,1951,1623,328,1715,229,7,831,275,734,111,1565,386,1690,153,2,106,988,963,2.25
JICT,2019-02-20,2081,1162,919,1992,78,11,449,1065,469,98,918,1163,1831,221,29,0,924,1157,2.29
JICT,2019-02-21,1150,887,263,1007,108,35,493,153,487,17,980,170,1099,51,0,0,622,528,2.12
JICT,2019-02-22,567,192,375,551,12,4,46,465,17,39,63,504,483,57,27,0,301,266,1.87
JICT,2019-02-23,2755,1975,780,2673,76,6,491,1592,525,147,1016,1739,2366,229,160,0,1242,1513,3.18
JICT,2019-02-24,1262,480,782,1236,26,0,178,871,189,24,367,895,978,207,77,0,351,911,2.32
JICT,2019-02-25,1204,585,618,1188,15,1,461,600,134,9,595,609,1021,119,19,45,538,666,1.92
JICT,2019-02-26,677,493,182,655,21,1,337,59,223,58,560,117,670,6,0,1,426,251,1.28
JICT,2019-02-27,945,613,332,935,9,1,245,580,95,25,340,605,598,296,51,0,143,802,2.81
JICT,2019-02-28,1753,1538,215,1580,172,1,616,653,473,11,1089,664,1528,224,1,0,942,811,2.06
JICT,2019-03-01,1244,692,552,1174,68,2,331,554,287,72,618,626,1106,133,3,2,674,570,2.65
JICT,2019-03-02,1169,723,446,1104,62,3,327,460,259,123,586,583,907,162,10,90,732,437,2.60
JICT,2019-03-03,1765,740,1025,1732,29,4,482,975,268,40,750,1015,1569,162,34,0,462,1303,2.24
JICT,2019-03-04,1413,733,680,1364,46,3,508,629,233,43,741,672,1327,65,21,0,227,1186,2.42
JICT,2019-03-05,1815,1388,427,1734,67,14,812,239,749,15,1561,254,1681,16,11,107,904,911,2.38
JICT,2019-03-06,2013,1176,837,1969,42,2,611,876,450,76,1061,952,1873,111,25,4,1374,639,1.81
JICT,2019-03-07,738,592,146,727,11,0,320,283,125,10,445,293,710,21,0,7,308,430,2.38
JICT,2019-03-08,3194,2482,712,3061,104,29,1201,826,1045,122,2246,948,2711,457,19,7,897,2297,3.10
JICT,2019-03-09,1903,1410,493,1841,62,0,645,766,424,68,1069,834,1730,127,36,10,659,1244,3.12
JICT,2019-03-10,2645,1749,894,2587,45,13,648,1441,519,37,1167,1478,2072,526,43,4,472,2173,3.23
JICT,2019-03-11,2230,1305,924,2133,89,8,725,996,402,107,1127,1103,1961,169,96,4,698,1532,2.39
JICT,2019-03-12,3251,2071,1180,3150,47,54,901,1322,818,210,1719,1532,2904,269,66,12,1769,1482,1.95
JICT,2019-03-13,2448,2026,422,2348,94,6,801,381,1102,164,1903,545,2218,76,10,144,1594,854,1.97
JICT,2019-03-14,2078,1543,535,1900,145,33,749,702,567,60,1316,762,1783,268,12,15,1037,1041,2.72
JICT,2019-03-15,1500,1060,439,1364,116,20,496,477,451,76,947,553,1345,140,15,0,753,747,2.77
